feature,importance,exercise
mouth_left_var_y,0.029223975139853094,E5
right_heel_var_y,0.028801896520949027,E5
right_heel_mean_x,0.028401836148990584,E5
right_index_var_y,0.027310017764900343,E5
left_eye_inner_var_y,0.02598731741280183,E5
left_eye_outer_var_y,0.025265509417853965,E5
right_pinky_var_y,0.024249195546153228,E5
left_eye_var_y,0.023752418014655947,E5
right_thumb_var_y,0.022005901379599437,E5
left_hip_var_y,0.021563402470713394,E5
right_ear_var_x,0.020895096629669513,E5
left_pinky_var_y,0.020754241534520157,E5
right_wrist_var_y,0.018219893219259986,E5
right_hip_var_y,0.017974831728533952,E5
left_thumb_var_x,0.01648710243046661,E5
left_heel_var_y,0.016159360022619834,E5
left_index_var_y,0.015586161739224086,E5
right_elbow_var_y,0.015083580968952556,E5
mouth_left_var_x,0.01400986293245391,E5
left_elbow_var_y,0.013592583652151491,E5
left_shoulder_mean_y,0.013263264495325569,E5
right_thumb_mean_y,0.011843497321625013,E5
nose_var_x,0.011444384254230444,E5
right_shoulder_mean_y,0.010990593442367427,E5
right_foot_index_mean_x,0.009723201837309736,E5
left_shoulder_mean_x,0.009429792839522971,E5
mouth_right_mean_y,0.008453177696152198,E5
left_eye_inner_mean_y,0.008375152265652691,E5
left_wrist_var_x,0.007876118696933526,E5
left_ear_var_x,0.007670520920749199,E5
left_eye_outer_var_x,0.007439071208545783,E5
right_eye_mean_y,0.0073842486693757176,E5
right_shoulder_var_x,0.007381785598847817,E5
left_eye_var_x,0.006814085131100073,E5
mouth_right_var_x,0.006726800315012067,E5
mouth_left_mean_y,0.006525319087905379,E5
left_eye_inner_var_x,0.006391054813882684,E5
nose_mean_y,0.005479548498062502,E5
left_eye_mean_y,0.005402098127826844,E5
right_eye_inner_mean_y,0.004870668910138598,E5
left_ear_var_y,0.00445580796350227,E5
right_eye_outer_mean_y,0.0043942245299006324,E5
right_wrist_mean_y,0.004023966563534785,E5
right_eye_var_x,0.003027205906594742,E5
right_ankle_mean_x,0.00281243650831986,E5
right_eye_inner_var_x,0.002624038025850331,E5
left_eye_outer_mean_y,0.0015398331134096194,E5
left_ankle_var_y,0.0011367026547747516,E5
right_eye_outer_var_x,0.0006150562202910728,E5
left_shoulder_var_y,0.00036074607168178063,E5
exercise_E1,0.0,E5
exercise_E2,0.0,E5
exercise_E3,0.0,E5
exercise_E4,0.0,E5
exercise_E5,0.0,E5
