feature,importance,exercise
right_knee_mean_x,0.13291947213389338,E2
right_hip_mean_x,0.12419112084484457,E2
right_hip_mean_y,0.11796214203808586,E2
left_side_mean_acceleration,0.11474512662367907,E2
left_hip_mean_x,0.10665695670701639,E2
left_hip_mean_y,0.09561810917788713,E2
left_elbow_mean_x,0.0955728120437174,E2
left_elbow_var_x,0.09270346357318095,E2
acceleration_mean_asymmetry_ratio,0.08996272383706536,E2
right_index_mean_x,0.08445738755095251,E2
right_knee_var_y,0.08373680498943134,E2
right_elbow_mean_y,0.08052884462371637,E2
left_side_std_acceleration,0.07973612388058009,E2
left_side_max_acceleration,0.07929602924598421,E2
right_thumb_mean_x,0.07912263762299582,E2
left_thumb_mean_x,0.07622393734860712,E2
right_heel_mean_x,0.07231346399212704,E2
left_wrist_mean_x,0.07177238897863593,E2
right_wrist_mean_x,0.0688931340354043,E2
left_ankle_var_x,0.06802116817027799,E2
left_index_var_y,0.06774464069534952,E2
left_side_mean_velocity,0.06753795182899874,E2
right_knee_mean_y,0.06654477314201031,E2
left_index_mean_x,0.06489178785468462,E2
right_ankle_var_y,0.06461108474943367,E2
left_thumb_var_y,0.06325104277783938,E2
left_pinky_var_y,0.06293638142581129,E2
right_side_max_acceleration,0.06232315382116624,E2
right_heel_var_y,0.061646167015624316,E2
left_pinky_mean_x,0.060515523269497246,E2
right_pinky_mean_x,0.060109058232774286,E2
left_foot_index_mean_y,0.059975450591481405,E2
acceleration_std_asymmetry_ratio,0.059566343104119304,E2
left_wrist_var_y,0.05877243449075481,E2
left_heel_var_x,0.058280918442185525,E2
left_foot_index_var_y,0.05791942747415186,E2
left_hip_var_x,0.05639171835331741,E2
left_side_std_velocity,0.056192334913393774,E2
left_shoulder_var_y,0.055340119114355074,E2
right_ankle_mean_x,0.05261217760215334,E2
right_ear_mean_y,0.0520695272103623,E2
left_side_max_velocity,0.05056253485113965,E2
right_side_mean_velocity,0.04979847901782988,E2
right_hip_var_x,0.048652608437562674,E2
left_knee_mean_x,0.04707720347852491,E2
right_side_mean_acceleration,0.045088545500739645,E2
left_pinky_mean_y,0.04466458863651449,E2
left_index_mean_y,0.043853788882931205,E2
left_shoulder_mean_x,0.04184510533278804,E2
acceleration_max_asymmetry_ratio,0.04146475676730804,E2
left_ear_mean_y,0.04122176527048413,E2
left_thumb_mean_y,0.04028719807734417,E2
left_wrist_mean_y,0.04018826904186895,E2
left_foot_index_var_x,0.03971780735362784,E2
right_elbow_mean_x,0.03797746866406329,E2
right_side_std_velocity,0.03790295878317227,E2
right_elbow_var_y,0.037666297050109765,E2
left_elbow_mean_y,0.0364968008054989,E2
left_ankle_mean_y,0.03613202649467012,E2
right_elbow_var_x,0.03502192067882236,E2
right_wrist_var_y,0.03406570378592644,E2
left_elbow_var_y,0.033833701279309306,E2
left_knee_var_x,0.03335418153686554,E2
left_heel_mean_y,0.03255486383404125,E2
left_ear_var_y,0.031121408006784753,E2
right_thumb_var_y,0.030510092087233834,E2
right_ear_var_y,0.029361037236887967,E2
right_pinky_var_y,0.029269115690661478,E2
right_foot_index_mean_y,0.0272618617109461,E2
left_knee_var_y,0.02638614434962426,E2
right_foot_index_var_y,0.026284653649543854,E2
left_knee_mean_y,0.025935619687448896,E2
right_eye_outer_var_x,0.0254463892967073,E2
left_heel_var_y,0.024767480475959308,E2
right_index_var_x,0.02405471767122488,E2
right_ankle_var_x,0.023617879693073954,E2
nose_var_x,0.02343870187397036,E2
right_index_var_y,0.02337140291691365,E2
left_ankle_var_y,0.02183626047896882,E2
left_ear_mean_x,0.021747949614778984,E2
left_pinky_var_x,0.021645301351516055,E2
right_eye_inner_var_x,0.020689486421824152,E2
right_ankle_mean_y,0.019153737248242597,E2
right_eye_var_x,0.01891019208857142,E2
right_knee_var_x,0.018900769744132295,E2
left_ear_var_x,0.018645355747328018,E2
mouth_right_var_y,0.017257151008607516,E2
mouth_right_var_x,0.01607943436651879,E2
right_pinky_var_x,0.016001251055515368,E2
right_eye_inner_var_y,0.015894404643231566,E2
right_eye_var_y,0.015815923526582457,E2
right_side_std_acceleration,0.015792410511902853,E2
right_eye_outer_var_y,0.015363744607118522,E2
right_side_max_velocity,0.015241771761395469,E2
velocity_std_asymmetry_ratio,0.015025133378117086,E2
mouth_left_mean_y,0.013873002225174257,E2
nose_var_y,0.013398150746182868,E2
right_ear_var_x,0.013280010264527947,E2
right_shoulder_var_x,0.012808191395985423,E2
left_shoulder_mean_y,0.012008091869020611,E2
right_heel_var_x,0.011838554599405915,E2
right_wrist_var_x,0.011479204163589697,E2
mouth_right_mean_y,0.011363516772385895,E2
right_heel_mean_y,0.010500562598756896,E2
left_eye_inner_var_y,0.009826777494242779,E2
mouth_left_var_y,0.009753114291357355,E2
right_ear_mean_x,0.009721507478223597,E2
velocity_max_asymmetry_ratio,0.009683445628218016,E2
left_eye_var_x,0.009581849259554975,E2
left_shoulder_var_x,0.009246037243221138,E2
left_index_var_x,0.008914147619211273,E2
right_wrist_mean_y,0.008757100632974094,E2
left_eye_inner_var_x,0.008209230876121201,E2
right_eye_inner_mean_y,0.00790977230690542,E2
left_eye_var_y,0.007829657203429922,E2
right_eye_outer_mean_y,0.00745323431764288,E2
right_hip_var_y,0.007250390477206357,E2
left_eye_outer_var_y,0.006574517968566008,E2
right_eye_mean_y,0.006553855100219282,E2
right_eye_inner_mean_x,0.006553488629569289,E2
left_wrist_var_x,0.006537866544992166,E2
right_shoulder_mean_x,0.006443307494472651,E2
left_hip_var_y,0.0056751058264203,E2
right_eye_mean_x,0.005393549830792793,E2
left_eye_outer_var_x,0.00509351478189457,E2
mouth_right_mean_x,0.005037707265128651,E2
mouth_left_mean_x,0.004928949806008713,E2
right_index_mean_y,0.0049123457896340615,E2
right_foot_index_mean_x,0.004873738353903721,E2
right_thumb_mean_y,0.004845625417155792,E2
mouth_left_var_x,0.004744957390225207,E2
left_eye_mean_y,0.004196700888580658,E2
left_eye_outer_mean_y,0.004021601334063443,E2
right_eye_outer_mean_x,0.003996687055625177,E2
left_eye_outer_mean_x,0.003996311942616161,E2
velocity_mean_asymmetry_ratio,0.0036293449816447235,E2
left_eye_inner_mean_y,0.0035846734784298756,E2
left_eye_mean_x,0.003287096100937692,E2
left_heel_mean_x,0.0029831150831561293,E2
right_pinky_mean_y,0.002979857116237751,E2
right_shoulder_var_y,0.002613864805614043,E2
right_thumb_var_x,0.0022044423351826326,E2
left_thumb_var_x,0.0015242936166768046,E2
left_eye_inner_mean_x,0.0012622108076692368,E2
nose_mean_x,0.0006644234666903504,E2
right_foot_index_var_x,0.000387417491697184,E2
left_foot_index_mean_x,0.00032593164302714694,E2
nose_mean_y,0.0002734915295338619,E2
left_ankle_mean_x,0.00018112026521077684,E2
exercise_E1,0.0,E2
exercise_E2,0.0,E2
exercise_E3,0.0,E2
exercise_E4,0.0,E2
exercise_E5,0.0,E2
left_knee_var_y,0.2112865971396227,E3
left_knee_mean_x,0.1558679837312519,E3
right_foot_index_mean_y,0.15394685349610632,E3
right_hip_mean_x,0.13200905904378957,E3
right_knee_mean_x,0.1284068859775488,E3
left_hip_mean_x,0.11877215377514394,E3
right_ankle_mean_y,0.10239594161858044,E3
right_heel_mean_y,0.09882519618200994,E3
left_shoulder_mean_x,0.0927356518428609,E3
right_foot_index_var_x,0.0876761285164623,E3
right_knee_mean_y,0.08461350411513124,E3
left_elbow_var_x,0.08391394598467627,E3
left_index_mean_x,0.0836058729738377,E3
nose_var_x,0.08356736116842697,E3
right_ear_var_x,0.08254549589245636,E3
left_side_mean_velocity,0.0824804383400906,E3
left_wrist_var_x,0.08199523625179103,E3
left_knee_mean_y,0.08026745681850556,E3
right_ear_var_y,0.07921160392897164,E3
left_ear_var_y,0.07759681700780285,E3
right_knee_var_y,0.07681434323163343,E3
left_foot_index_var_y,0.07633120000472614,E3
right_knee_var_x,0.07297816032766566,E3
right_heel_mean_x,0.0701501717450972,E3
right_index_mean_x,0.06971430670768221,E3
right_pinky_mean_x,0.0681920344713314,E3
right_side_mean_velocity,0.06699266356224647,E3
right_foot_index_var_y,0.06672364873118962,E3
mouth_right_var_x,0.06560550610533748,E3
left_ear_mean_x,0.06446995957333125,E3
right_side_max_velocity,0.06395063316843363,E3
left_pinky_var_x,0.06388276043595609,E3
left_ankle_var_x,0.06373293965268373,E3
left_thumb_var_x,0.06366093655355202,E3
left_elbow_mean_x,0.06333789812805846,E3
left_shoulder_var_x,0.06236428176621607,E3
right_hip_mean_y,0.06222776050704838,E3
left_hip_var_x,0.06197369749703915,E3
right_shoulder_var_x,0.06063327116035493,E3
right_thumb_mean_x,0.060439274006521104,E3
mouth_left_var_x,0.060411871388165755,E3
left_foot_index_mean_y,0.059110912002524864,E3
right_wrist_mean_x,0.058381041987594584,E3
right_elbow_var_x,0.05820459345310243,E3
left_thumb_mean_x,0.05596162015761868,E3
left_heel_mean_x,0.05548799454721483,E3
mouth_left_mean_x,0.05527205071711083,E3
left_pinky_mean_x,0.05318272947768279,E3
right_hip_var_x,0.05003556527003702,E3
right_ankle_mean_x,0.049228421362955306,E3
nose_mean_x,0.04919029722707406,E3
left_ear_var_x,0.04815573705274102,E3
left_side_mean_acceleration,0.04773770917521869,E3
mouth_right_mean_x,0.04733302826988246,E3
right_foot_index_mean_x,0.04656136822871207,E3
left_eye_inner_var_x,0.04598626383659067,E3
left_eye_outer_mean_x,0.04555369627166962,E3
left_eye_outer_var_x,0.044881857442096294,E3
left_eye_var_x,0.044626298527558145,E3
left_heel_var_x,0.04415059820369132,E3
left_eye_mean_x,0.04316741619069017,E3
right_eye_var_x,0.04282093956505556,E3
right_eye_outer_var_x,0.04280409895577415,E3
right_eye_outer_mean_x,0.04252423563021402,E3
right_eye_mean_x,0.04184556608786921,E3
left_eye_inner_mean_x,0.04074256346616863,E3
right_eye_inner_mean_x,0.040051580607869654,E3
left_shoulder_mean_y,0.03961956308427625,E3
right_eye_inner_var_x,0.03948146465138491,E3
left_hip_mean_y,0.038663882929993246,E3
left_ankle_mean_x,0.03859596503400675,E3
right_ear_mean_x,0.03734667743356923,E3
left_shoulder_var_y,0.035297576126309745,E3
left_wrist_mean_x,0.034716194391602895,E3
right_pinky_var_x,0.032983307935895656,E3
right_shoulder_var_y,0.032950275959172284,E3
left_ankle_mean_y,0.03229419764304336,E3
right_side_std_acceleration,0.03220970313972696,E3
left_ankle_var_y,0.032070557738321945,E3
right_pinky_var_y,0.031642124885865305,E3
left_foot_index_var_x,0.030596003058039056,E3
right_side_mean_acceleration,0.02976651119386651,E3
right_index_var_y,0.029399837095919187,E3
left_side_std_velocity,0.029284825320880087,E3
left_index_var_y,0.02879988366140293,E3
right_thumb_var_y,0.0262772473702565,E3
right_wrist_var_x,0.02527939386024189,E3
right_wrist_var_y,0.024839278087679037,E3
left_pinky_mean_y,0.02407705640833619,E3
velocity_mean_asymmetry_ratio,0.023260109733977914,E3
left_heel_mean_y,0.022898701009211816,E3
acceleration_std_asymmetry_ratio,0.022634414482269563,E3
left_side_max_acceleration,0.022627845994540166,E3
left_hip_var_y,0.022354622488079012,E3
right_side_std_velocity,0.0212524936686179,E3
right_heel_var_x,0.021110922139635474,E3
left_thumb_var_y,0.020523593550420303,E3
left_pinky_var_y,0.019913877596656013,E3
left_foot_index_mean_x,0.01950041172321413,E3
left_wrist_mean_y,0.01921305115702473,E3
left_knee_var_x,0.019027460356214637,E3
left_ear_mean_y,0.01811029402209377,E3
mouth_left_var_y,0.01782975974942554,E3
right_heel_var_y,0.017782788236071226,E3
right_side_max_acceleration,0.01777434883309543,E3
acceleration_mean_asymmetry_ratio,0.01768005638466799,E3
left_elbow_var_y,0.017554543734824322,E3
left_index_mean_y,0.01659430075095243,E3
left_wrist_var_y,0.016356780733616953,E3
acceleration_max_asymmetry_ratio,0.016198910364911417,E3
right_shoulder_mean_y,0.0157136261369192,E3
right_elbow_var_y,0.015678812115962865,E3
left_eye_inner_mean_y,0.015091798833700501,E3
nose_mean_y,0.01491005207714742,E3
left_eye_mean_y,0.01482181895241981,E3
left_thumb_mean_y,0.014820221094608454,E3
left_eye_outer_mean_y,0.014802032360490477,E3
mouth_right_var_y,0.01454701615905184,E3
left_side_max_velocity,0.01405253030171108,E3
right_hip_var_y,0.013335323864240328,E3
nose_var_y,0.013149598871609613,E3
right_ankle_var_y,0.012854774659221954,E3
velocity_max_asymmetry_ratio,0.012396272894120125,E3
right_index_mean_y,0.012291652404157534,E3
left_eye_var_y,0.01172803607368314,E3
right_eye_inner_mean_y,0.011414440723499827,E3
right_eye_inner_var_y,0.010721512643225115,E3
right_eye_outer_mean_y,0.010570606120792664,E3
left_eye_outer_var_y,0.010195672749915403,E3
right_eye_mean_y,0.01005836288709025,E3
right_thumb_mean_y,0.008774223200836352,E3
right_shoulder_mean_x,0.00866369968211008,E3
right_elbow_mean_x,0.00740453956179607,E3
right_eye_outer_var_y,0.006768579039486869,E3
left_heel_var_y,0.006507897413996225,E3
left_index_var_x,0.006270400522007436,E3
right_ankle_var_x,0.006222234285262029,E3
left_elbow_mean_y,0.006105958102726891,E3
mouth_left_mean_y,0.005255428949011709,E3
velocity_std_asymmetry_ratio,0.0048460074360437005,E3
right_thumb_var_x,0.004283058333926726,E3
right_eye_var_y,0.004228646613626055,E3
left_eye_inner_var_y,0.004147336906817678,E3
right_wrist_mean_y,0.0035125452287624315,E3
left_side_std_acceleration,0.0027545818056722016,E3
right_elbow_mean_y,0.0025129253874216807,E3
right_pinky_mean_y,0.00045601117258444596,E3
right_ear_mean_y,0.00040479347668180565,E3
mouth_right_mean_y,8.833161139013002e-05,E3
right_index_var_x,7.829306240492162e-06,E3
exercise_E1,0.0,E3
exercise_E2,0.0,E3
exercise_E3,0.0,E3
exercise_E4,0.0,E3
exercise_E5,0.0,E3
left_foot_index_var_x,0.38365593302241674,E4
right_side_mean_velocity,0.2980993641889898,E4
left_foot_index_var_y,0.27448498063172966,E4
left_knee_mean_x,0.24934267059960483,E4
left_side_mean_velocity,0.2486355921266617,E4
right_side_mean_acceleration,0.2143653735614755,E4
right_elbow_mean_x,0.2135839023035415,E4
left_side_mean_acceleration,0.196518158180262,E4
left_heel_var_y,0.1848050690709104,E4
right_heel_var_y,0.1548885938287527,E4
right_wrist_mean_x,0.14482714623139062,E4
right_hip_mean_y,0.14470789456563243,E4
left_index_mean_y,0.14009598926919903,E4
left_ankle_var_y,0.13854276330647297,E4
left_hip_mean_y,0.1380268948719495,E4
right_heel_mean_y,0.13796204369775344,E4
right_index_var_x,0.13172885080824354,E4
left_pinky_var_x,0.12893879029304772,E4
right_pinky_mean_x,0.12856824758396032,E4
right_elbow_var_y,0.12606824015255422,E4
left_pinky_mean_x,0.12287631330771005,E4
left_index_mean_x,0.12265922121231515,E4
right_thumb_mean_x,0.1207691876771328,E4
right_ankle_var_y,0.1189999965646017,E4
left_thumb_mean_x,0.11753564749558372,E4
right_ankle_mean_y,0.11733382148197173,E4
right_side_std_velocity,0.11600072273774939,E4
left_heel_var_x,0.11447882914496366,E4
left_pinky_mean_y,0.11234130966469476,E4
right_ankle_var_x,0.10796911019819416,E4
right_hip_var_y,0.10721261623380915,E4
left_elbow_var_y,0.10710787160639354,E4
left_elbow_var_x,0.10645274783757339,E4
right_elbow_mean_y,0.10450973778235298,E4
left_index_var_x,0.10115502012090817,E4
left_shoulder_var_x,0.09918203139633748,E4
left_wrist_mean_x,0.0983068512170494,E4
left_hip_var_y,0.09728776396075531,E4
left_thumb_var_x,0.09505800854441021,E4
right_index_var_y,0.09210489059703013,E4
right_side_std_acceleration,0.09084704315736941,E4
left_index_var_y,0.08672101982673144,E4
left_thumb_mean_y,0.08434499915946604,E4
right_side_max_acceleration,0.08310276163129601,E4
left_heel_mean_x,0.07968340831850552,E4
right_elbow_var_x,0.0787622644453718,E4
left_side_std_velocity,0.07843943898999156,E4
right_shoulder_var_x,0.07766887600768589,E4
left_wrist_var_x,0.06897411740875244,E4
right_wrist_mean_y,0.06684052895180337,E4
left_wrist_mean_y,0.06673826224250481,E4
left_knee_var_x,0.06597769573898707,E4
right_index_mean_x,0.06458814067119267,E4
left_ankle_mean_x,0.061822327040289685,E4
right_thumb_var_x,0.06129192494116588,E4
left_foot_index_mean_y,0.05766269724104588,E4
right_knee_mean_y,0.056684355410783385,E4
left_side_std_acceleration,0.056005609439659404,E4
left_shoulder_mean_x,0.05421359819723394,E4
left_ear_mean_x,0.05351153972660462,E4
acceleration_mean_asymmetry_ratio,0.05200340973953804,E4
right_thumb_mean_y,0.05155964911152093,E4
left_knee_var_y,0.05092641799762125,E4
left_shoulder_mean_y,0.04984225493838586,E4
velocity_mean_asymmetry_ratio,0.049822849029399964,E4
right_pinky_var_y,0.04808633744662387,E4
left_pinky_var_y,0.04747705973355384,E4
right_ear_var_x,0.04601832479345161,E4
right_pinky_var_x,0.045103256971881,E4
right_knee_var_y,0.04425203436296848,E4
right_foot_index_mean_x,0.043523696069774895,E4
right_side_max_velocity,0.04234325711416673,E4
left_ear_var_y,0.040930704096423354,E4
right_pinky_mean_y,0.040711358587721846,E4
mouth_right_var_x,0.038143757276230594,E4
right_foot_index_mean_y,0.03758229268349661,E4
mouth_left_mean_x,0.03609876561733642,E4
left_eye_inner_mean_x,0.035525563844083424,E4
right_knee_mean_x,0.03425231738366552,E4
left_eye_outer_mean_x,0.033839757766746734,E4
left_foot_index_mean_x,0.03379895982954373,E4
velocity_max_asymmetry_ratio,0.03349658816113249,E4
nose_mean_x,0.03333966971084998,E4
acceleration_max_asymmetry_ratio,0.03204759331794921,E4
left_eye_mean_x,0.03176855716302897,E4
left_elbow_mean_y,0.031128695496748383,E4
right_shoulder_var_y,0.029916818747120794,E4
right_eye_inner_mean_x,0.02903554139819009,E4
right_eye_outer_mean_x,0.0278658372669022,E4
right_eye_mean_x,0.027532149914732837,E4
left_shoulder_var_y,0.02620396500349892,E4
left_elbow_mean_x,0.025386764346251763,E4
left_thumb_var_y,0.024519202285290115,E4
left_hip_mean_x,0.024455241167573083,E4
mouth_right_mean_x,0.022837606969015184,E4
left_ear_var_x,0.021524811389548627,E4
right_wrist_var_x,0.02087080623220662,E4
right_ear_var_y,0.020687878469237975,E4
right_knee_var_x,0.020037335128555045,E4
mouth_left_var_x,0.019720609566746913,E4
left_hip_var_x,0.019671439567423732,E4
right_wrist_var_y,0.017193053151597484,E4
right_index_mean_y,0.01557037553026009,E4
right_heel_var_x,0.015270766252982182,E4
right_foot_index_var_y,0.01504489361791207,E4
right_thumb_var_y,0.014472146249967136,E4
velocity_std_asymmetry_ratio,0.013402882345182651,E4
left_eye_var_y,0.012700729101905672,E4
left_eye_inner_var_y,0.012491235690558045,E4
left_eye_outer_var_y,0.012116179540528432,E4
right_ankle_mean_x,0.011654558255362824,E4
left_eye_inner_var_x,0.011493690465320183,E4
left_knee_mean_y,0.010746019798776818,E4
left_ankle_var_x,0.01029057195276073,E4
right_hip_var_x,0.010245945869067463,E4
left_eye_outer_var_x,0.010219055271397492,E4
right_eye_inner_var_y,0.010103236225768697,E4
left_ear_mean_y,0.009811647275798637,E4
left_eye_var_x,0.009396121014100454,E4
mouth_right_var_y,0.009304896998921952,E4
nose_var_x,0.00922134296937837,E4
left_ankle_mean_y,0.009105898350318019,E4
left_heel_mean_y,0.008638847494525238,E4
mouth_left_mean_y,0.00842201130685917,E4
left_side_max_velocity,0.007264899688660564,E4
right_eye_var_y,0.006304652924545989,E4
right_ear_mean_y,0.0062690183452400045,E4
acceleration_std_asymmetry_ratio,0.006201762287636317,E4
right_heel_mean_x,0.005857768011223313,E4
right_eye_inner_mean_y,0.0054629505995337155,E4
left_wrist_var_y,0.005369439352383154,E4
right_hip_mean_x,0.0053198012476340095,E4
mouth_right_mean_y,0.005009568518019199,E4
right_shoulder_mean_y,0.004825825337029452,E4
right_eye_outer_var_y,0.004552054963530006,E4
right_eye_var_x,0.004471686716823742,E4
right_eye_mean_y,0.003633334491564888,E4
right_shoulder_mean_x,0.003514650727440047,E4
right_foot_index_var_x,0.0030683676531087223,E4
left_side_max_acceleration,0.0026395683833529554,E4
left_eye_mean_y,0.0025878657066601,E4
right_ear_mean_x,0.0023474528851076537,E4
mouth_left_var_y,0.0018056429675235297,E4
nose_mean_y,0.0016243055448083195,E4
right_eye_outer_var_x,0.0009447235533439728,E4
right_eye_outer_mean_y,0.0008629315992008842,E4
left_eye_inner_mean_y,0.0006780389692848388,E4
left_eye_outer_mean_y,0.0005409118190470505,E4
right_eye_inner_var_x,0.00028977960905893566,E4
nose_var_y,0.00018369926152053684,E4
exercise_E1,0.0,E4
exercise_E2,0.0,E4
exercise_E3,0.0,E4
exercise_E4,0.0,E4
exercise_E5,0.0,E4
left_knee_var_x,0.300830933787564,E5
right_knee_mean_y,0.22503682072073505,E5
right_foot_index_var_x,0.209486668331979,E5
